"top reasons to","أفضل الأسباب لـ"
"buy your tyres","شراء إطاراتك"
"Unbeatable Offers on Top-Quality Tyres","عروض لا تُقاوم على إطارات عالية الجودة"
"TyresCart provides unbeatable offers on top-quality tyres in the UAE, providing you with the best value for your money.","تقدم TyresCart عروضاً لا تُقاوم على إطارات عالية الجودة في الإمارات، مما يمنحك أفضل قيمة مقابل أموالك."
"Wide Variety of Tyres to Select From","مجموعة واسعة من الإطارات للاختيار"
"We offer a wide range of tyres for cars, SUVs, and 4x4s so you can choose the best tyre to suit your needs.","نقدم مجموعة واسعة من الإطارات للسيارات وسيارات الدفع الرباعي حتى تتمكن من اختيار أفضل إطار يناسب احتياجاتك."
"Easy and Reliable Tyre Fitting Services","خدمات تركيب إطارات سهلة وموثوقة"
"With a network of reliable fitment stations around the UAE, you can quickly get your tyres fitted at a location that suits you or have them delivered to your doorstep.","بفضل شبكة من محطات التركيب الموثوقة في جميع أنحاء الإمارات، يمكنك تركيب إطاراتك بسرعة في الموقع المناسب لك أو توصيلها إلى باب منزلك."
"Free Delivery Throughout the UAE","توصيل مجاني في جميع أنحاء الإمارات"
"Relish the free delivery option on 4 or more tyres within the UAE, for seamless and efficient delivery.","استمتع بخيار التوصيل المجاني عند شراء 4 إطارات أو أكثر داخل الإمارات، لتوصيل سلس وفعّال."
"Secure Online Tyre Shopping","تسوق إطارات آمن أونلاين"
"Your security is our main concern. Our site is entirely encrypted with HTTPS/SSL for secure transactions and data security.","أمانك هو أولويتنا. موقعنا مشفر بالكامل بـ HTTPS/SSL لضمان أمان المعاملات وحماية بياناتك."
"Reliable Tyre Vendor with Superb Service","بائع إطارات موثوق بخدمة ممتازة"
"TyresCart is a reliable tyre vendor in the UAE with an ongoing commitment to outstanding customer service and satisfaction.","TyresCart بائع إطارات موثوق في الإمارات يلتزم دائماً بتقديم خدمة عملاء متميزة ورضا تام."
"Shop By","تسوق حسب"
"Tyre Brands","ماركات الإطارات"
"Browse a wide selection of car tyre brands and purchase tyres online at the best prices. Our customer friendly fitment partners across the UAE are ready to provide you with exceptional service.","تصفح مجموعة واسعة من ماركات إطارات السيارات واشترِ إطاراتك أونلاين بأفضل الأسعار. شركاؤنا في التركيب المنتشرون في جميع أنحاء الإمارات مستعدون لتقديم خدمة استثنائية لك."
"UAE's Leading Online Tyre Shop - ","متجر الإطارات الرائد أونلاين في الإمارات - "
"Wide Selection & Great Deals","تشكيلة واسعة وعروض رائعة"
"At TyresCart, we help you choose tires that match your vehicle, your driving habits, and your budget. Whether you drive on rough backroads or highways, you can find the right tyre from our online tyre shop in Dubai with ease.","في TyresCart، نساعدك على اختيار الإطارات التي تناسب سيارتك وأسلوب قيادتك وميزانيتك. سواء كنت تقود على طرق وعرة أو طرق سريعة، يمكنك بسهولة إيجاد الإطار المناسب من متجرنا الإلكتروني في دبي."
"Browse By Size, Brand, and Vehicle Type:","تصفح حسب المقاس والماركة ونوع المركبة:"
"Find Tyres Built For UAE's Unique Conditions:","اعثر على إطارات مصممة لظروف الإمارات الفريدة:"
"Shop As Per Your Driving Needs:","تسوق وفقاً لاحتياجات قيادتك:"
"Get Quality At The Best Price:","احصل على الجودة بأفضل سعر:"
"Expert Tyre Care Guidance:","إرشادات خبراء للعناية بالإطارات:"
"Not sure which tyres fit your vehicle? Browse tyre options using search filters and explore tyre options by size, brands, and vehicle types. We have premium options for all your vehicle types, whether you drive a city car, an SUV, or a heavy-duty 4x4. With precise matching, we make your tyre shopping experience straightforward and stress-free.","لست متأكداً من الإطارات المناسبة لسيارتك؟ تصفح خيارات الإطارات باستخدام فلاتر البحث واستكشف الخيارات حسب المقاس والماركات وأنواع المركبات. لدينا خيارات متميزة لجميع أنواع مركباتك، سواء كنت تقود سيارة مدينة أو SUV أو 4x4 ثقيل. بفضل المطابقة الدقيقة، نجعل تجربة تسوق الإطارات سهلة وخالية من التعقيد."
"An ordinary car tyre can lose grip and fail when the temperature soars. That's why at TyresCart we offer tyres engineered specifically for the UAE's unique climate and roads. We offer tyres made with heat-resistant materials and rugged tread designs so you can drive safely and confidently in the unpredictable desert terrains, and your tyres last and perform better.","قد يفقد الإطار العادي قدرته على التماسك ويتعطل عند ارتفاع درجات الحرارة. لهذا السبب، تقدم TyresCart إطارات مصممة خصيصاً لمناخ الإمارات الفريد وطرقها. نوفر إطارات مصنوعة من مواد مقاومة للحرارة وتصميمات مداس متينة حتى تتمكن من القيادة بأمان وثقة في التضاريس الصحراوية، وتدوم إطاراتك أطول وتؤدي أداءً أفضل."
"If you mostly drive on city roads, a regular all-season car tyre is your best fit. But if you often take your vehicle off-road or on challenging drives, we are here to help. Just give us a call, and our experts will help you choose and buy tires online with ease.","إذا كنت تقود في الغالب على طرق المدينة، فإن الإطار الموسمي العادي هو الأنسب لك. لكن إذا كنت تخرج بسيارتك عن الطريق أو تقود في مسالك صعبة، فنحن هنا للمساعدة. فقط اتصل بنا وسيساعدك خبراؤنا على اختيار الإطارات وشرائها أونلاين بكل سهولة."
"We are committed to providing you with premium quality tyres from the best tyres brand in UAE at the most competitive prices. With our exclusive deals, you can shop top-notch tyres without compromising quality for affordability. Shop from our top tyre shop Abu Dhabi and experience the perfect balance of quality and value.","نلتزم بتزويدك بإطارات عالية الجودة من أفضل ماركات الإطارات في الإمارات بأكثر الأسعار تنافسية. بفضل عروضنا الحصرية، يمكنك تسوق إطارات متميزة دون المساومة على الجودة. تسوق من أفضل متجر إطارات في أبوظبي واستمتع بالتوازن المثالي بين الجودة والقيمة."
"At TyresCart, our goal is to help you provide ongoing expert advice and support to maintain your tyres for longer life and optimal performance. Whether you need tyre care tips or seek assistance for rotation schedules and wear monitoring, we are here to help you get the most out of your investment.","في TyresCart، هدفنا تقديم نصائح ودعم خبراء مستمر للحفاظ على إطاراتك لعمر أطول وأداء أمثل. سواء كنت بحاجة إلى نصائح العناية بالإطارات أو مساعدة في جداول التدوير ومراقبة التآكل، نحن هنا لمساعدتك في الاستفادة القصوى من استثمارك."
"Automotive","السيارات"
"Blog","المدونة"
"Special Tyre Offers","عروض إطارات خاصة"
"Search by Vehicle","البحث حسب المركبة"
"Search by Tyre size","البحث حسب مقاس الإطار"
"Tyre Brands","ماركات الإطارات"
"EV Tyres Online","إطارات السيارات الكهربائية أونلاين"
"Car Battery Replacement","استبدال بطارية السيارة"
"About Us","من نحن"
"Car Service","خدمة السيارة"
"Contact Us","اتصل بنا"
"Fitting &amp; Installation Partner","شريك التركيب والتثبيت"
"Blog","المدونة"
"Terms &amp; Conditions","الشروط والأحكام"
"Returns &amp; Exchanges","الإرجاع والاستبدال"
"Warranty","الضمان"
"Privacy Policy","سياسة الخصوصية"
"Shipping Policy","سياسة الشحن"
"DSP Trade Hub FZ-LLC Compass Building, Al Shohada Road, AL Hamra Industrial Zone-FZ, Ras Al Khaimah, United Arab Emirates","DSP Trade Hub FZ-LLC، مبنى كومباس، طريق الشهداء، المنطقة الصناعية الحرة - الحمرا، رأس الخيمة، الإمارات العربية المتحدة"
"Mon to Sat: 8:30 am - 6:00 pm","من الاثنين إلى السبت: 8:30 صباحاً - 6:00 مساءً"
"Sunday: Closed","الأحد: مغلق"
"Contact","تواصل"
"Filter By","تصفية حسب"
"Promotion","عرض ترويجي"
"More Filters","المزيد من الفلاتر"
"Pattern","النمط"
"RunFlat","رن فلات"
"EV Tyre","إطار السيارة الكهربائية"
"Tyre Type","نوع الإطار"
"Tyres Category","فئة الإطارات"
"Warranty Period","مدة الضمان"
"Pattern","النمط"
"Filter","تصفية"
"By","حسب"
"Fully Fitted Price","سعر الشقة المجهزة بالكامل"
"Fully Fitted Price per Item","السعر الشامل للتركيب لكل قطعة"
"Fully Fitted Price Per Tyre","سعر الإطار الكامل"
"Fully Fitted","مُركَّب بالكامل"
"Price per tyre","السعر لكل إطار"
"Fully Fitted","مُركَّب بالكامل"
"Price per tyre","السعر لكل إطار"
"There are NO EXTRAS to pay on the day of your visit - in relation to the tyre fitting.","لا توجد رسوم إضافية تُدفع في يوم زيارتك - فيما يتعلق بتركيب الإطارات."
"The following is included in the price,","يشمل السعر ما يلي،"
"VAT","ضريبة القيمة المضافة"
"Fitting (Bead lock wheel etc. excluded)","التركيب (باستثناء عجلات القفل وما شابهها)"
"Balancing","الموازنة"
"New rubber valve (standard valve only)","صمام مطاطي جديد (الصمام القياسي فقط)"
"Delivery to installer","التوصيل إلى مركز التركيب"
"Disposal of old tyres","التخلص من الإطارات القديمة"
"On purchase of 4 tyres, 1 FREE scheduled instance of tyre rotation every 10,000kms per year","عند شراء 4 إطارات، جلسة واحدة مجانية لتدوير الإطارات كل 10,000 كم سنوياً"
"Price Incl.","السعر شامل"
"Replacement per battery","الاستبدال لكل بطارية"
"There are NO EXTRAS to pay on the day of your visit - in relation to the battery fitting.","لا توجد رسوم إضافية تُدفع في يوم زيارتك - فيما يتعلق بتركيب البطارية."
"VAT","ضريبة القيمة المضافة"
"Fitting","التركيب"
"Delivery to installer","التوصيل إلى مركز التركيب"
"Price Incl.","السعر شامل"
"Battery Replacement only at Fitment Center","استبدال البطارية في مراكز التركيب فقط"
"Mobile van service is at an additional charge of AED 150 + VAT","خدمة السيارة المتنقلة برسوم إضافية تبلغ 150 درهم + ضريبة القيمة المضافة"
"The following is included in the price:","يشمل السعر ما يلي:"
"Battery Fixing at Fitment Center","تركيب البطارية في مركز التركيب"
"Disposal of Old Batteries","التخلص من البطاريات القديمة"
"Mobile Van Fitting Charges Excluded","رسوم تركيب السيارة المتنقلة غير مشمولة"
"Filter","تصفية"
"Fully Fitted Price per Item","السعر الشامل للتركيب لكل قطعة"
"Single Price","سعر المفرد"
"Product Specifications","مواصفات المنتج"
"Width (mm)","العرض (مم)"
"Profile","نسبة القطر"
"Rim Size","حجم الجنط"
"Load/Speed","الحمل/السرعة"
"Loading...","جاري التحميل..."
"Fast Shipping &amp; Installation","شحن وتركيب سريع"
"We deliver and install most orders on the same day.","نقوم بتوصيل وتركيب معظم الطلبات في نفس اليوم."
"Free Wheel Balancing","موازنة عجلات مجانية"
"Free wheel balancing included with every tyre installation.","موازنة العجلات مجانية مع كل عملية تركيب إطار."
"Always Authentic","دائماً أصلي"
"We only sell 100% authentic products backed by manufacturers warranty.","نبيع فقط منتجات أصلية 100% مدعومة بضمان المصنّع."
"Fast Shipping &amp; Installation","شحن وتركيب سريع"
"Same day delivery and installation available.","التوصيل والتركيب في نفس اليوم متاح."
"Always Authentic","دائماً أصلي"
"100% genuine products with warranty.","منتجات أصلية 100% مع ضمان."
"Product Description","وصف المنتج"
"Product","المنتج"
"Information","معلومات"
"Premium","ممتاز"
"Tyres","الإطارات"
"Why","لماذا"
"Website","الموقع الإلكتروني"
"Information","معلومات"
"Get In","تواصل"
"Touch","معنا"
"In Stock","في الأوراق المالية"
"OEM Tyres","إطارات OEM"
"400+ certified workshops across the UAE","أكثر من 400 ورشة معتمدة في جميع أنحاء الإمارات"
"Find your nearest","ابحث عن أقرب"
"fitting partner","شريك تركيب"
"book in 60 seconds.","احجز في 60 ثانية."
"Vetted workshops, transparent pricing, instant slot booking. From premium fitting bays to 24/7 mobile vans — pick what fits your day.","ورش موثوقة، أسعار شفافة، حجز فوري للمواعيد. من بيوت التركيب المتميزة إلى سيارات الخدمة المتنقلة على مدار الساعة — اختر ما يناسب يومك."
"Find tyres by size","ابحث عن الإطارات حسب المقاس"
"Free re-balance for 30 days","إعادة موازنة مجانية لمدة 30 يوماً"
"Secure card payment on-site","دفع آمن بالبطاقة في الموقع"
"Genuine OEM equipment","معدات أصلية من الشركة المصنّعة"
"Store Locator","محدد موقع المتجر"
"Enter a location...","أدخل موقعاً..."
"SEARCH","بحث"
"Install at Outlet","التركيب في المنفذ"
"Mobile Van Service","خدمة السيارة المتنقلة"
"Delivery - Without Fitment","التوصيل - بدون تركيب"
"Proceed to Checkout","المتابعة إلى الدفع"
"Location","الموقع"
"Store","المتجر"
"Map not available for this store","الخريطة غير متاحة لهذا المتجر"
"Regular shopper?","المتسوق العادي؟"
"Company Details (Optional)","تفاصيل الشركة (اختياري)"
"Vehicle Information","معلومات المركبة"
"Vehicle Plate","رقم اللوحة"
"No Payment method available.","لا توجد طريقة دفع متاحة."
"Place Order","وضع النظام"
"Electric Vehicle Tyres In UAE","إطارات السيارات الكهربائية في الإمارات العربية المتحدة"
"Buy EV Tyres in UAE for","اشترِ إطارات السيارات الكهربائية في الإمارات لـ"
"Electric Cars and SUVs","السيارات الكهربائية وسيارات الدفع الرباعي"
"Advanced tyres offering stability, grip, and smooth rides for EVs.","إطارات متطورة توفر الاستقرار والتماسك والقيادة السلسة للسيارات الكهربائية."
"As electric vehicles continue to expand throughout the UAE, it is important that the tyres on those vehicles are ready to go. Whether doing a quick city commute in Dubai or taking a long road trip between different emirates, an electric vehicle needs tyres that provide instant traction and quiet comfort as well as durability under very hot UAE climate conditions. TyresCart offers a wide selection of tyres specifically designed for the unique driving characteristics of electric cars that you can be confident will perform under everyday driving conditions in the UAE.","مع استمرار انتشار السيارات الكهربائية في الإمارات، من المهم أن تكون إطارات هذه السيارات جاهزة. سواء كنت تتنقل بسرعة داخل المدينة في دبي أو في رحلة طويلة بين الإمارات، تحتاج السيارة الكهربائية إلى إطارات توفر التماسك الفوري والراحة الهادئة والمتانة في ظروف مناخ الإمارات شديد الحرارة. تقدم TyresCart مجموعة واسعة من الإطارات المصممة خصيصاً لخصائص القيادة الفريدة للسيارات الكهربائية."
"Electric cars act differently than traditional internal combustion engine vehicles: they accelerate at a higher rate than normal vehicles due to the larger battery weight; they also tend to be noiseless at their highest speed due to the lack of an internal combustion engine. Tyres designed for EVs take all of these factors into consideration when designing an electric vehicle tyre, without sacrificing ride quality or safety.","تعمل السيارات الكهربائية بشكل مختلف عن سيارات المحركات الاحتراقية التقليدية: فهي تتسارع بمعدل أعلى من المركبات العادية نظراً لوزن البطارية الأكبر؛ كما تميل إلى أن تكون صامتة عند أعلى سرعاتها نظراً لغياب المحرك الاحتراقي. تأخذ الإطارات المصممة للسيارات الكهربائية جميع هذه العوامل بعين الاعتبار دون التضحية بجودة الركوب أو السلامة."
